lastfm_tagcn_randomattack_remove_xgb,0.8153872452762138
lastfm_tagcn_randomattack_remove_lgb,0.8180672300478891
lastfm_tagcn_randomattack_remove_rf,0.8187722914621195
lastfm_tagcn_randomattack_remove_lr,0.806984741619412
lastfm_tagcn_randomattack_remove_mutation,0.7113800418778928
lastfm_tagcn_randomattack_remove_fusion,0.8192700923718116
lastfm_tagcn_randomattack_remove_margin,0.7591470134450077
lastfm_tagcn_randomattack_remove_deepGini,0.7346846384274751
lastfm_tagcn_randomattack_remove_leastConfidence,0.7668056334782696
lastfm_tagcn_randomattack_remove_random,0.49216981084817757
lastfm_tagcn_randomattack_remove_fusion_weight,0.819268840042479
lastfm_tagcn_randomattack_remove_fusion_stacking,0.7935942102310297
lastfm_tagcn_randomattack_remove_fusion_voting,0.7895210090768829
