cora_gcn_pgdattack_xgb,0.1847,0.3514,0.5225,0.6712,0.7838,0.8153,0.8829,0.9054,0.9144,0.9144,0.9234,0.9595,0.9685,0.982,0.9865,0.9865,0.991,0.9955,1.0,1.0
cora_gcn_pgdattack_lgb,0.1847,0.3468,0.509,0.6622,0.7838,0.8288,0.8649,0.9009,0.9234,0.9279,0.9414,0.9595,0.964,0.9775,0.9865,0.991,0.9955,0.9955,1.0,1.0
cora_gcn_pgdattack_rf,0.1802,0.3604,0.518,0.6892,0.7838,0.8333,0.8964,0.9099,0.9279,0.9324,0.9505,0.964,0.964,0.9685,0.973,0.982,0.982,0.9955,0.9955,1.0
cora_gcn_pgdattack_lr,0.1622,0.3153,0.491,0.6396,0.7477,0.8243,0.8514,0.8739,0.8784,0.8874,0.9009,0.9189,0.9324,0.9505,0.955,0.982,0.982,0.9865,0.9955,1.0
cora_gcn_pgdattack_mutation,0.1847,0.3604,0.5225,0.6892,0.7928,0.8694,0.8784,0.8874,0.9144,0.9234,0.9369,0.9459,0.9505,0.9595,0.964,0.9685,0.973,0.991,0.9955,1.0
cora_gcn_pgdattack_fusion,0.1802,0.3559,0.5225,0.6802,0.7883,0.8378,0.8874,0.9279,0.9324,0.9505,0.9505,0.9595,0.964,0.9775,0.9775,0.982,0.991,1.0,1.0,1.0
cora_gcn_pgdattack_margin,0.1171,0.2342,0.3378,0.4505,0.5405,0.6261,0.6937,0.7342,0.7748,0.8423,0.8964,0.9189,0.9459,0.964,0.973,0.982,0.991,0.991,0.9955,1.0
cora_gcn_pgdattack_deepGini,0.1396,0.2658,0.3514,0.4324,0.536,0.6081,0.6982,0.7523,0.8153,0.8423,0.8559,0.8874,0.9054,0.9324,0.9595,0.9685,0.982,0.991,0.991,1.0
cora_gcn_pgdattack_leastConfidence,0.1351,0.2613,0.3649,0.473,0.5676,0.6216,0.7027,0.7703,0.8243,0.8694,0.9054,0.9234,0.9459,0.964,0.9775,0.9865,0.9955,0.9955,0.9955,1.0
cora_gcn_pgdattack_random,0.0631,0.0946,0.1667,0.2072,0.2568,0.3063,0.3514,0.4054,0.4414,0.509,0.5676,0.6126,0.6441,0.7072,0.7477,0.7883,0.8559,0.9144,0.955,1.0
cora_gcn_pgdattack_fusion_weight,0.1802,0.3559,0.5225,0.6802,0.7883,0.8378,0.8874,0.9279,0.9324,0.9459,0.955,0.964,0.964,0.9775,0.9775,0.982,0.991,1.0,1.0,1.0
cora_gcn_pgdattack_fusion_stacking,0.1532,0.3153,0.4865,0.6532,0.7793,0.8423,0.8694,0.8784,0.9009,0.9099,0.9369,0.9459,0.9595,0.973,0.973,0.973,0.9775,0.982,0.991,1.0
cora_gcn_pgdattack_fusion_voting,0.1577,0.3288,0.491,0.6532,0.7883,0.8423,0.8514,0.8694,0.8784,0.8829,0.9009,0.9054,0.9189,0.9324,0.9324,0.9459,0.9505,0.955,0.9865,1.0
